subject,predicate,object
CompressiveTougness,subClassOf,MechanicalProperty
Shear,subClassOf,MechanicalProperty
ImpactToughness,subClassOf,MechanicalProperty
ShearStressAtBreak,isMeasuredUnderCondition,Conditions
FlexuralModulus,subClassOf,Flexural
FlexuralModulus,isMeasuredUnderCondition,Conditions
MechanicalProperty,subClassOf,PhysicalProperty
CompressionModulus,isMeasuredUnderCondition,Conditions
Fracture,hasFractureCharacteristic,StrainRate
FlexuralToughness,subClassOf,Flexural
FiberTensileModulus,subClassOf,MechanicalProperty
FlexuralToughness,isMeasuredUnderCondition,Conditions
Flexural,subClassOf,MechanicalProperty
ShearStressAtYield,subClassOf,Shear
ElongationAtYield,isMeasuredUnderCondition,Conditions
FlexuralStressAtBreak,subClassOf,MechanicalProperty
Impact,subClassOf,MechanicalProperty
FiberTensileStrength,subClassOf,Tensile
TensileStressAtYield,subClassOf,Tensile
EssentialWorkOfFracture,subClassOf,Fracture
StrainRate,subClassOf,Condition
TensileToughness,subClassOf,MechanicalProperty
CompressiveTougness,isMeasuredUnderCondition,Conditions
TensileModulus,subClassOf,Tensile
FiberTensileElongation,isMeasuredUnderCondition,Conditions
PoissonRatio,subClassOf,Tensile
CompressionStressAtBreak,isMeasuredUnderCondition,Conditions
FlexuralStressAtYield,subClassOf,MechanicalProperty
FiberTensileElongation,subClassOf,MechanicalProperty
CompressionStressAtYield,isMeasuredUnderCondition,Conditions
Notch,subClassOf,Impact
LinearElastic,subClassOf,Fracture
Tensile,subClassOf,MechanicalProperty
TensileStressAtBreak,subClassOf,MechanicalProperty
Hardness,subClassOf,MechanicalProperty
PrecrackingProcess,subClassOf,Process
ShearStressAtYield,subClassOf,MechanicalProperty
FlexuralStressAtBreak,isMeasuredUnderCondition,Conditions
FlexuralStressAtBreak,subClassOf,Flexural
FiberTensileModulus,isMeasuredUnderCondition,Conditions
ShearStressAtBreak,subClassOf,Shear
IZODArea,subClassOf,Impact
LinearElastic,hasSampleShape,SampleShape
ElongationAtYield,subClassOf,Tensile
TensileToughness,subClassOf,Tensile
